LapNumber,Compound,TyreLife,LapTimeSeconds
1,MEDIUM,21,75.87
6,HARD,3,73.055
20,MEDIUM,8,73.925
56,HARD,48,77.078
16,HARD,36,75.441
71,HARD,18,74.915
63,SOFT,19,76.015
49,SOFT,43,82.904
32,MEDIUM,47,79.609
53,HARD,35,76.116
38,HARD,37,76.134
66,MEDIUM,32,77.277
49,SOFT,9,74.425
7,HARD,40,75.87
11,SOFT,7,72.886
30,SOFT,49,83.737
32,HARD,20,74.308
20,HARD,7,74.534
39,SOFT,48,84.107
65,SOFT,12,74.876
43,MEDIUM,11,74.342
39,MEDIUM,40,78.314
41,HARD,12,74.462
51,SOFT,23,77.127
10,SOFT,22,76.826
15,HARD,9,73.423
61,SOFT,23,77.545
12,SOFT,38,80.959
76,MEDIUM,39,78.124
30,HARD,14,73.539
68,HARD,25,75.013
63,MEDIUM,13,74.474
67,MEDIUM,37,78.511
56,MEDIUM,40,78.707
65,SOFT,21,77.008
23,MEDIUM,27,76.268
9,MEDIUM,5,73.332
63,MEDIUM,18,75.412
57,HARD,22,74.874
60,HARD,35,75.956
50,MEDIUM,45,79.603
37,MEDIUM,15,74.343
52,SOFT,34,80.012
37,HARD,35,75.716
37,SOFT,25,77.738
60,SOFT,46,83.313
9,HARD,27,75.189
26,SOFT,5,72.929
56,HARD,18,74.782
1,SOFT,31,78.868
7,SOFT,7,73.196
11,HARD,17,74.47
62,MEDIUM,41,78.601
68,MEDIUM,2,73.06
5,HARD,40,75.649
37,SOFT,22,76.724
61,SOFT,13,74.575
11,HARD,13,74.292
48,HARD,17,73.691
75,MEDIUM,33,77.677
30,SOFT,37,80.525
47,SOFT,45,82.805
34,HARD,6,73.674
46,HARD,37,75.9
1,HARD,4,73.312
9,MEDIUM,45,78.836
48,MEDIUM,44,79.315
24,HARD,6,73.407
64,HARD,41,76.632
12,MEDIUM,34,76.882
65,SOFT,6,73.685
60,MEDIUM,16,75.025
22,HARD,28,75.363
63,HARD,8,73.594
77,MEDIUM,18,75.363
11,MEDIUM,14,74.57
11,MEDIUM,4,72.805
74,SOFT,40,82.118
59,HARD,8,74.139
24,SOFT,1,71.867
59,HARD,17,74.519
23,HARD,48,76.961
75,MEDIUM,46,80.354
60,MEDIUM,12,74.167
12,HARD,27,74.642
62,SOFT,8,74.097
77,SOFT,31,79.119
33,HARD,2,73.304
38,SOFT,32,79.465
13,HARD,23,74.727
23,SOFT,39,80.731
14,MEDIUM,46,78.95
72,MEDIUM,10,73.752
7,SOFT,37,81.008
32,HARD,5,73.595
22,HARD,9,73.904
16,SOFT,37,80.646
63,HARD,20,74.977
74,SOFT,6,73.648
6,HARD,33,75.347
68,MEDIUM,28,76.868
45,SOFT,1,72.312
75,SOFT,39,81.541
1,MEDIUM,42,78.585
23,MEDIUM,7,72.827
60,HARD,22,75.304
19,HARD,46,76.874
76,MEDIUM,7,73.472
71,MEDIUM,36,78.18
72,HARD,46,77.8
65,SOFT,1,72.689
75,SOFT,20,76.647
74,HARD,8,73.989
46,MEDIUM,24,75.757
5,HARD,34,75.492
48,HARD,29,75.085
72,SOFT,37,80.738
25,SOFT,46,83.507
32,MEDIUM,34,77.398
9,SOFT,29,78.705
8,MEDIUM,5,73.572
49,HARD,18,74.951
4,MEDIUM,42,78.053
55,HARD,8,73.39
44,SOFT,40,82.269
68,HARD,15,74.53
23,MEDIUM,37,78.255
17,SOFT,47,83.71
13,HARD,35,75.623
66,MEDIUM,48,79.902
46,HARD,28,75.682
2,SOFT,28,78.249
3,SOFT,18,75.648
24,HARD,37,75.838
10,MEDIUM,13,73.802
69,SOFT,43,82.658
30,HARD,23,74.257
21,HARD,4,73.047
31,HARD,23,74.652
6,SOFT,5,73.116
77,MEDIUM,24,76.385
7,SOFT,10,74.035
11,MEDIUM,14,74.536
34,HARD,23,74.77
68,MEDIUM,28,76.913
16,SOFT,12,74.585
26,MEDIUM,20,75.371
73,MEDIUM,22,75.827
77,MEDIUM,7,74.218
75,MEDIUM,30,77.149
3,MEDIUM,48,79.491
52,HARD,17,74.349
16,SOFT,45,82.495
59,SOFT,3,73.041
41,HARD,21,74.648
17,MEDIUM,5,72.939
35,HARD,17,73.981
48,MEDIUM,45,79.144
49,HARD,44,76.506
19,HARD,30,74.806
33,HARD,39,76.226
20,HARD,29,75.159
25,SOFT,25,77.66
4,SOFT,4,71.75
71,HARD,26,75.085
9,HARD,32,75.158
30,SOFT,32,79.551
18,MEDIUM,2,72.897
1,SOFT,22,76.775
64,HARD,40,76.446
71,MEDIUM,30,77.485
23,HARD,29,74.973
64,SOFT,17,75.924
37,SOFT,13,74.731
75,MEDIUM,22,75.923
25,MEDIUM,29,76.493
67,MEDIUM,13,74.786
54,MEDIUM,18,75.311
64,HARD,15,74.74
16,SOFT,48,83.745
77,MEDIUM,39,78.356
21,MEDIUM,4,73.236
76,HARD,31,75.323
56,MEDIUM,12,74.515
69,SOFT,5,73.186
67,MEDIUM,23,75.716
65,SOFT,20,76.222
17,HARD,47,76.596
13,MEDIUM,28,76.177
38,SOFT,13,74.709
54,MEDIUM,21,75.326
75,HARD,30,76.112
75,SOFT,32,79.925
7,SOFT,24,77.887
28,HARD,40,76.663
46,HARD,33,75.788
74,MEDIUM,35,77.882
24,MEDIUM,34,77.809
57,HARD,27,75.243
49,SOFT,5,73.062
27,SOFT,24,77.539
23,SOFT,11,74.329
65,SOFT,31,79.708
6,MEDIUM,18,74.201
68,MEDIUM,30,77.188
69,MEDIUM,43,79.264
68,HARD,27,75.493
8,MEDIUM,39,78.31
35,MEDIUM,3,72.604
66,SOFT,25,77.393
55,HARD,6,73.499
51,HARD,21,74.809
16,MEDIUM,4,73.21
64,HARD,7,73.786
18,SOFT,21,76.368
45,MEDIUM,32,77.142
71,SOFT,33,80.686
44,HARD,32,75.488
37,MEDIUM,16,74.745
8,SOFT,25,77.263
68,MEDIUM,18,75.187
18,MEDIUM,3,73.384
6,HARD,35,76.003
61,MEDIUM,26,76.511
29,MEDIUM,3,72.757
36,MEDIUM,28,75.939
67,MEDIUM,34,78.263
29,MEDIUM,34,77.516
9,MEDIUM,10,73.964
77,MEDIUM,21,75.501
52,MEDIUM,46,79.416
35,MEDIUM,42,78.888
8,HARD,33,75.186
8,MEDIUM,14,74.64
75,MEDIUM,21,75.38
75,MEDIUM,14,74.666
48,HARD,17,74.563
56,HARD,8,73.832
41,SOFT,6,73.061
76,HARD,42,75.947
55,SOFT,33,79.86
31,SOFT,45,83.383
18,MEDIUM,45,78.776
19,HARD,45,77.003
36,SOFT,31,79.421
58,HARD,7,73.463
36,HARD,23,74.572
19,SOFT,45,82.413
39,SOFT,2,72.366
1,HARD,18,74.31
11,MEDIUM,30,76.611
57,MEDIUM,47,80.035
72,SOFT,36,80.779
50,MEDIUM,4,72.787
77,HARD,36,76.183
67,SOFT,9,73.822
26,HARD,11,73.901
64,SOFT,14,75.079
10,HARD,36,75.449
44,MEDIUM,20,75.677
43,HARD,35,75.77
8,HARD,20,73.751
16,SOFT,6,72.809
51,SOFT,45,82.735
14,HARD,15,74.845
52,HARD,5,73.637
53,HARD,13,74.073
15,MEDIUM,34,77.4
47,HARD,36,75.869
5,SOFT,20,76.919
14,SOFT,30,78.703
28,MEDIUM,43,78.673
11,HARD,22,74.988
24,MEDIUM,34,76.556
55,HARD,36,75.977
21,SOFT,10,73.965
61,MEDIUM,46,79.796
21,MEDIUM,1,72.656
21,SOFT,1,72.125
65,MEDIUM,4,72.978
69,SOFT,46,83.989
47,SOFT,47,83.582
65,SOFT,41,82.487
20,SOFT,41,81.902
2,MEDIUM,48,79.2
16,SOFT,33,79.717
4,MEDIUM,17,74.203
51,SOFT,4,72.833
28,HARD,25,74.865
36,HARD,49,76.711
6,HARD,18,74.067
12,HARD,38,75.916
53,MEDIUM,25,76.31
73,SOFT,23,76.954
16,SOFT,3,72.238
55,SOFT,24,77.419
59,HARD,4,74.083
47,MEDIUM,14,74.903
66,HARD,19,74.188
42,HARD,1,73.932
38,MEDIUM,6,73.306
23,SOFT,44,82.211
57,HARD,36,75.833
72,HARD,1,73.342
69,HARD,6,74.067
29,MEDIUM,41,78.916
16,MEDIUM,15,74.386
10,SOFT,33,79.843
33,HARD,41,76.307
9,SOFT,16,75.372
22,HARD,12,74.051
33,SOFT,21,76.136
47,MEDIUM,18,75.176
62,SOFT,27,78.878
27,HARD,22,74.576
33,HARD,3,73.773
58,HARD,33,75.861
26,HARD,15,74.204
7,MEDIUM,39,77.586
21,SOFT,10,73.882
55,HARD,3,73.525
6,HARD,36,75.038
50,MEDIUM,38,78.084
39,MEDIUM,13,74.36
14,MEDIUM,48,79.723
67,SOFT,49,84.373
51,HARD,28,75.69
52,SOFT,46,83.704
48,MEDIUM,20,75.915
59,HARD,41,76.375
32,MEDIUM,27,75.762
17,MEDIUM,40,77.858
18,HARD,47,76.837
42,SOFT,8,73.767
44,SOFT,40,81.911
13,HARD,47,76.952
16,MEDIUM,1,72.6
52,HARD,37,75.92
54,HARD,10,74.048
51,SOFT,34,80.31
41,HARD,13,74.637
57,MEDIUM,40,78.3
8,MEDIUM,2,72.519
60,MEDIUM,9,73.874
73,HARD,3,73.475
52,SOFT,9,73.497
45,HARD,31,75.16
63,SOFT,45,83.218
67,MEDIUM,19,75.528
10,MEDIUM,30,77.014
62,SOFT,23,77.078
56,HARD,9,73.869
12,HARD,9,73.368
38,HARD,49,76.549
50,HARD,36,76.125
60,HARD,9,73.894
17,MEDIUM,35,77.468
63,SOFT,28,78.676
64,HARD,2,73.948
36,MEDIUM,48,79.931
46,MEDIUM,10,73.994
46,SOFT,46,84.073
9,SOFT,29,78.525
63,SOFT,22,76.639
33,HARD,15,74.194
60,MEDIUM,1,72.888
7,MEDIUM,34,77.456
46,MEDIUM,28,76.529
61,HARD,27,75.337
23,MEDIUM,32,77.305
34,HARD,13,74.134
8,SOFT,12,74.166
42,HARD,18,74.516
33,SOFT,6,73.242
36,MEDIUM,23,75.319
56,SOFT,21,76.726
41,MEDIUM,47,79.608
1,MEDIUM,19,75.446
51,MEDIUM,30,77.171
13,MEDIUM,19,74.989
45,MEDIUM,31,76.846
21,SOFT,39,81.589
70,MEDIUM,41,79.189
44,MEDIUM,49,80.466
51,MEDIUM,10,74.132
36,SOFT,28,78.52
20,HARD,37,76.136
19,SOFT,11,73.853
37,SOFT,19,75.545
44,SOFT,14,75.045
63,SOFT,18,76.723
47,SOFT,49,84.859
53,MEDIUM,19,75.716
65,SOFT,35,80.815
73,HARD,43,76.625
1,SOFT,4,72.015
72,HARD,22,74.802
48,MEDIUM,25,76.152
10,MEDIUM,17,74.986
51,HARD,42,76.133
9,MEDIUM,17,74.159
24,SOFT,37,80.999
11,HARD,31,75.196
32,MEDIUM,6,74.016
56,HARD,41,76.271
67,HARD,38,76.615
27,MEDIUM,11,73.57
54,MEDIUM,27,76.463
58,HARD,34,76.659
54,HARD,48,77.35
28,SOFT,47,83.563
8,MEDIUM,4,72.877
43,MEDIUM,34,77.395
30,MEDIUM,30,76.883
71,MEDIUM,43,79.047
3,HARD,20,73.97
34,MEDIUM,10,73.721
55,MEDIUM,8,73.801
45,HARD,37,75.39
2,MEDIUM,31,76.107
15,MEDIUM,30,76.203
29,MEDIUM,31,76.96
49,HARD,15,74.283
75,SOFT,16,75.562
67,MEDIUM,41,78.319
11,SOFT,36,80.327
70,SOFT,48,84.018
11,HARD,14,74.341
30,MEDIUM,15,74.776
3,HARD,9,73.6
48,MEDIUM,14,74.742
10,SOFT,16,75.125
26,SOFT,7,73.786
8,HARD,17,73.645
3,MEDIUM,32,76.963
62,HARD,2,72.959
62,MEDIUM,6,73.536
31,HARD,34,75.605
68,MEDIUM,45,79.358
63,SOFT,33,80.138
25,HARD,42,76.417
60,MEDIUM,24,75.843
54,HARD,36,76.127
70,SOFT,39,81.753
40,MEDIUM,1,72.62
67,HARD,37,76.542
77,SOFT,23,77.629
51,HARD,27,75.521
24,HARD,44,76.576
3,SOFT,41,81.989
2,SOFT,13,74.771
31,MEDIUM,39,77.944
24,SOFT,9,73.492
41,SOFT,44,82.388
60,MEDIUM,44,79.381
5,MEDIUM,39,77.857
12,MEDIUM,6,73.401
54,MEDIUM,27,76.753
45,MEDIUM,8,73.658
19,SOFT,20,75.779
14,HARD,29,75.188
63,SOFT,13,75.261
46,HARD,19,74.64
5,MEDIUM,47,79.061
30,MEDIUM,31,76.445
28,SOFT,27,78.199
58,MEDIUM,20,75.504
49,SOFT,32,79.262
36,SOFT,4,72.94
28,SOFT,31,78.778
65,HARD,36,75.994
37,MEDIUM,24,75.822
25,SOFT,45,82.984
55,MEDIUM,35,77.711
17,MEDIUM,3,72.234
65,SOFT,29,78.993
28,SOFT,41,82.002
21,HARD,16,73.881
70,MEDIUM,38,78.403
38,MEDIUM,38,77.939
26,SOFT,3,72.222
66,MEDIUM,40,78.679
34,MEDIUM,42,78.81
44,MEDIUM,21,75.267
59,HARD,48,78.067
16,MEDIUM,34,77.831
6,SOFT,8,73.443
6,SOFT,22,77.083
23,SOFT,37,80.892
61,SOFT,49,83.797
22,HARD,7,73.629
61,SOFT,6,74.093
42,HARD,21,74.965
23,MEDIUM,32,77.506
3,SOFT,7,73.325
55,SOFT,3,72.889
63,SOFT,31,79.247
47,MEDIUM,31,76.853
46,MEDIUM,33,77.659
1,SOFT,46,83.172
45,SOFT,14,75.137
39,SOFT,38,81.12
67,MEDIUM,25,76.023
3,MEDIUM,38,77.531
39,MEDIUM,47,79.296
7,SOFT,34,79.393
51,HARD,34,75.615
68,SOFT,29,78.931
59,HARD,19,75.018
55,HARD,20,75.015
1,MEDIUM,25,75.998
60,SOFT,1,72.244
26,SOFT,8,73.512
57,MEDIUM,41,78.881
76,HARD,23,75.242
19,MEDIUM,28,76.422
59,HARD,44,76.599
25,HARD,38,75.548
33,MEDIUM,5,73.291
63,SOFT,16,75.829
53,SOFT,6,73.686
42,MEDIUM,32,77.229
26,MEDIUM,11,74.009
57,HARD,19,73.984
44,HARD,16,74.344
30,SOFT,15,75.143
32,SOFT,30,79.019
51,MEDIUM,27,76.362
36,HARD,35,75.521
61,SOFT,20,76.908
25,SOFT,23,77.114
70,SOFT,49,84.436
20,HARD,4,73.376
10,SOFT,1,71.466
58,SOFT,29,79.245
43,MEDIUM,27,76.98
34,SOFT,14,74.759
67,SOFT,21,77.0
64,MEDIUM,26,76.577
32,MEDIUM,9,73.872
54,MEDIUM,19,75.315
12,MEDIUM,37,77.263
6,HARD,5,73.875
56,SOFT,23,78.024
44,HARD,32,75.889
42,HARD,26,75.299
58,SOFT,27,78.776
21,MEDIUM,8,73.776
73,MEDIUM,13,74.724
58,MEDIUM,47,79.48
70,HARD,12,74.121
3,SOFT,37,80.541
43,SOFT,42,82.03
14,SOFT,9,73.76
1,MEDIUM,33,77.169
46,HARD,1,73.521
15,HARD,2,73.333
40,MEDIUM,47,79.505
41,MEDIUM,41,78.669
72,SOFT,38,81.48
5,MEDIUM,30,76.41
24,SOFT,6,72.803
52,MEDIUM,9,74.17
36,HARD,26,75.615
15,MEDIUM,18,74.744
5,SOFT,33,79.248
63,HARD,45,76.814
59,MEDIUM,28,76.421
17,SOFT,18,75.814
40,MEDIUM,7,73.847
23,HARD,9,73.445
31,HARD,32,75.192
30,MEDIUM,35,77.645
37,SOFT,40,81.375
63,SOFT,13,74.573
66,MEDIUM,38,78.305
44,HARD,24,74.759
69,HARD,21,75.514
75,MEDIUM,49,80.517
70,HARD,9,73.763
60,SOFT,32,79.576
4,SOFT,32,79.392
51,HARD,9,73.86
39,MEDIUM,20,75.688
58,HARD,23,74.616
58,HARD,23,75.589
62,MEDIUM,19,75.009
26,MEDIUM,21,75.097
26,HARD,36,76.103
68,SOFT,36,80.952
55,HARD,6,73.777
21,HARD,36,76.217
63,SOFT,41,82.414
48,MEDIUM,4,73.253
65,MEDIUM,43,79.212
68,HARD,24,75.697
65,SOFT,10,74.279
22,MEDIUM,49,80.041
30,MEDIUM,44,78.98
50,MEDIUM,7,73.612
12,SOFT,30,78.819
46,SOFT,31,79.338
54,HARD,34,76.076
72,HARD,33,76.139
37,SOFT,26,77.977
11,MEDIUM,31,77.584
25,SOFT,18,75.413
59,MEDIUM,5,73.909
43,HARD,4,73.539
6,SOFT,10,73.624
33,SOFT,6,72.842
54,SOFT,21,76.849
22,MEDIUM,46,79.489
11,SOFT,40,81.53
22,SOFT,18,76.239
25,SOFT,38,81.413
13,MEDIUM,11,73.444
38,SOFT,37,80.936
31,SOFT,15,75.374
52,HARD,6,73.758
67,SOFT,46,84.16
43,SOFT,27,78.235
9,SOFT,15,75.415
77,SOFT,28,79.162
60,MEDIUM,22,75.407
39,MEDIUM,37,77.715
77,SOFT,28,78.71
52,HARD,6,73.647
2,MEDIUM,33,77.24
64,HARD,15,74.225
3,HARD,37,76.005
11,SOFT,28,78.391
48,HARD,19,74.952
28,HARD,46,76.52
6,MEDIUM,24,75.598
55,MEDIUM,4,73.154
6,HARD,47,76.485
51,MEDIUM,44,78.859
48,MEDIUM,26,76.609
59,HARD,14,73.87
29,SOFT,42,81.92
57,HARD,21,74.869
75,MEDIUM,31,76.866
46,MEDIUM,20,75.621
18,SOFT,44,82.687
18,HARD,44,75.749
47,HARD,38,75.67
65,MEDIUM,8,74.005
59,HARD,12,74.339
16,SOFT,44,82.436
41,HARD,31,75.656
30,HARD,10,73.419
39,HARD,15,74.728
20,MEDIUM,30,76.746
5,SOFT,23,77.012
39,MEDIUM,41,78.237
5,SOFT,7,73.064
8,HARD,42,75.816
60,SOFT,11,74.555
38,MEDIUM,15,74.745
22,HARD,40,75.964
2,HARD,14,73.736
41,HARD,46,76.722
48,HARD,46,77.508
65,MEDIUM,49,80.241
36,MEDIUM,14,74.785
53,HARD,17,74.473
27,HARD,36,76.452
19,HARD,45,76.344
33,SOFT,21,77.203
59,MEDIUM,3,72.922
39,SOFT,17,75.162
57,SOFT,17,76.044
45,HARD,6,74.173
31,HARD,25,75.18
67,SOFT,45,83.321
38,MEDIUM,41,78.827
57,HARD,44,76.611
61,MEDIUM,35,77.4
54,HARD,36,76.4
22,SOFT,28,78.265
59,MEDIUM,25,75.942
77,SOFT,31,79.519
66,HARD,21,74.612
43,SOFT,4,72.914
63,SOFT,36,80.659
56,MEDIUM,46,79.642
34,HARD,24,75.171
76,HARD,15,74.641
14,HARD,17,74.243
34,HARD,38,76.544
34,MEDIUM,16,74.825
18,HARD,7,73.391
20,SOFT,11,73.982
76,SOFT,34,80.828
48,MEDIUM,28,76.264
66,MEDIUM,24,75.963
64,HARD,22,75.487
54,SOFT,42,82.548
10,MEDIUM,12,73.827
48,SOFT,15,76.125
34,HARD,44,76.574
75,MEDIUM,33,77.654
23,MEDIUM,36,78.033
5,HARD,29,75.292
62,MEDIUM,38,78.995
27,SOFT,44,83.045
5,MEDIUM,17,74.787
18,MEDIUM,15,74.255
13,MEDIUM,2,72.665
13,MEDIUM,12,73.529
70,SOFT,45,82.989
45,MEDIUM,23,75.951
34,HARD,40,76.282
32,SOFT,47,83.897
56,MEDIUM,40,78.567
48,HARD,41,76.073
77,MEDIUM,28,77.058
59,MEDIUM,19,75.107
41,HARD,3,73.512
56,HARD,19,75.229
3,MEDIUM,36,77.241
46,HARD,18,74.521
9,MEDIUM,31,77.076
52,HARD,36,76.114
74,SOFT,24,77.873
39,HARD,10,73.645
18,HARD,28,75.157
46,HARD,1,73.573
60,SOFT,45,83.46
70,HARD,8,73.969
12,HARD,6,73.325
44,SOFT,48,84.003
49,HARD,14,74.314
8,MEDIUM,34,76.761
8,SOFT,48,83.797
62,HARD,4,73.512
4,HARD,38,75.991
9,SOFT,47,83.025
48,MEDIUM,3,73.202
13,MEDIUM,46,79.387
72,MEDIUM,40,78.336
58,HARD,1,72.944
2,SOFT,25,77.766
17,HARD,33,75.479
10,HARD,31,75.241
34,SOFT,30,78.776
63,MEDIUM,24,76.451
19,HARD,39,76.207
47,HARD,23,75.037
28,HARD,20,74.971
16,SOFT,15,75.277
43,HARD,39,76.307
49,SOFT,43,81.925
26,MEDIUM,23,76.048
69,HARD,10,74.266
17,HARD,22,74.749
49,HARD,8,74.141
72,SOFT,29,79.18
45,HARD,47,77.386
61,MEDIUM,45,79.062
21,HARD,29,75.319
59,HARD,32,76.167
5,MEDIUM,11,73.485
10,HARD,34,75.703
8,MEDIUM,44,78.642
2,HARD,38,75.615
73,HARD,17,74.642
2,MEDIUM,43,78.213
27,SOFT,34,80.209
65,MEDIUM,25,76.25
61,HARD,48,77.299
50,HARD,36,76.017
17,HARD,15,74.074
55,MEDIUM,14,74.947
30,HARD,5,73.67
74,HARD,45,77.534
60,HARD,2,73.007
51,HARD,19,74.735
70,SOFT,3,72.898
73,HARD,27,75.537
51,SOFT,14,75.425
53,MEDIUM,34,77.431
7,MEDIUM,26,76.115
35,SOFT,7,73.034
21,MEDIUM,39,78.2
55,MEDIUM,15,74.774
33,HARD,6,73.837
53,HARD,10,73.968
10,MEDIUM,41,78.436
7,HARD,33,75.51
74,HARD,48,76.954
27,HARD,36,76.292
17,MEDIUM,22,75.23
8,MEDIUM,33,77.217
5,MEDIUM,36,77.105
12,MEDIUM,7,73.635
28,MEDIUM,25,75.961
27,MEDIUM,18,75.302
69,MEDIUM,11,73.842
32,SOFT,4,72.743
1,HARD,45,76.46
8,MEDIUM,41,78.568
52,MEDIUM,46,79.224
40,SOFT,13,74.86
62,HARD,44,76.921
61,HARD,25,75.625
34,MEDIUM,45,79.286
5,SOFT,12,74.445
37,SOFT,35,80.339
61,SOFT,42,82.704
48,MEDIUM,13,74.832
46,SOFT,4,72.924
77,SOFT,28,78.347
40,MEDIUM,18,74.863
29,MEDIUM,9,74.387
31,SOFT,45,83.044
52,HARD,48,76.866
16,HARD,20,75.135
42,MEDIUM,14,74.171
19,HARD,9,74.234
63,SOFT,42,82.569
52,SOFT,6,73.167
34,SOFT,24,77.185
20,HARD,36,76.166
63,HARD,16,74.356
22,HARD,48,76.833
37,SOFT,21,76.722
49,HARD,3,73.172
30,SOFT,38,80.188
2,HARD,19,74.402
72,HARD,27,75.385
71,HARD,14,74.385
10,SOFT,26,78.043
74,SOFT,24,77.863
35,HARD,2,73.123
43,HARD,10,74.153
6,HARD,7,73.91
51,MEDIUM,19,74.978
2,SOFT,19,76.176
6,HARD,15,73.7
8,HARD,11,73.53
21,HARD,24,74.581
71,SOFT,36,80.703
52,MEDIUM,14,74.466
77,MEDIUM,25,76.193
39,HARD,22,75.299
21,SOFT,37,80.731
46,SOFT,13,75.209
76,HARD,17,74.671
55,HARD,44,77.102
30,SOFT,38,81.228
62,HARD,42,76.69
66,HARD,15,74.536
17,SOFT,43,82.126
16,HARD,33,75.189
43,HARD,36,76.191
13,MEDIUM,10,73.581
66,HARD,10,73.966
39,MEDIUM,19,75.364
38,MEDIUM,22,75.772
54,MEDIUM,39,78.787
8,HARD,41,76.247
75,MEDIUM,32,77.665
50,MEDIUM,11,74.374
3,HARD,47,76.771
3,HARD,16,73.521
42,HARD,33,75.527
7,HARD,15,73.95
9,SOFT,42,81.582
54,MEDIUM,20,75.057
59,MEDIUM,27,76.624
10,MEDIUM,14,74.236
18,MEDIUM,18,74.918
23,HARD,37,76.22
62,MEDIUM,17,74.956
44,SOFT,15,75.827
35,MEDIUM,45,78.977
70,MEDIUM,33,77.903
44,SOFT,7,73.178
18,SOFT,23,77.648
10,HARD,3,73.24
55,MEDIUM,40,78.4
56,MEDIUM,1,72.183
23,MEDIUM,44,78.839
56,SOFT,16,75.969
50,SOFT,49,84.652
44,SOFT,9,74.521
10,MEDIUM,47,78.785
58,MEDIUM,39,78.099
6,SOFT,13,74.71
48,MEDIUM,37,78.144
21,MEDIUM,10,74.113
27,MEDIUM,17,74.528
59,MEDIUM,1,73.113
14,MEDIUM,4,73.138
61,SOFT,22,77.031
28,MEDIUM,16,74.948
42,MEDIUM,25,76.336
35,MEDIUM,7,73.333
76,SOFT,19,77.28
2,SOFT,27,78.082
49,SOFT,48,84.146
20,MEDIUM,17,74.969
61,HARD,25,75.446
76,MEDIUM,3,72.776
42,SOFT,11,74.342
41,HARD,27,75.135
46,SOFT,32,79.338
18,MEDIUM,10,73.859
2,MEDIUM,38,77.966
5,SOFT,44,82.671
63,MEDIUM,17,75.028
20,MEDIUM,46,79.409
24,MEDIUM,19,75.288
12,SOFT,18,75.705
23,MEDIUM,16,74.461
33,MEDIUM,39,77.439
74,MEDIUM,8,74.179
25,SOFT,21,76.479
60,MEDIUM,10,74.031
73,HARD,48,77.269
19,HARD,11,73.582
70,MEDIUM,15,74.652
75,MEDIUM,16,75.369
72,SOFT,35,80.454
53,MEDIUM,29,76.482
3,MEDIUM,47,79.353
73,MEDIUM,33,77.749
4,HARD,2,73.427
52,SOFT,40,81.741
8,MEDIUM,16,74.537
23,HARD,33,75.062
30,HARD,3,73.348
57,MEDIUM,32,77.306
58,HARD,39,76.956
46,SOFT,34,80.188
5,SOFT,16,75.882
13,MEDIUM,5,73.182
50,HARD,49,77.665
34,MEDIUM,20,75.036
60,HARD,47,77.609
50,MEDIUM,27,76.581
41,SOFT,4,72.566
25,SOFT,48,83.135
33,HARD,15,74.2
60,SOFT,16,75.776
22,SOFT,48,83.812
5,MEDIUM,17,74.68
5,SOFT,49,84.401
66,HARD,6,73.49
42,HARD,13,74.654
5,SOFT,42,82.759
68,MEDIUM,24,76.339
1,SOFT,33,79.632
74,HARD,35,76.162
16,HARD,18,74.843
62,SOFT,15,75.797
7,HARD,48,76.851
13,HARD,25,75.027
5,MEDIUM,9,73.375
4,HARD,33,75.407
36,SOFT,22,76.925
25,MEDIUM,35,77.255
57,MEDIUM,12,74.467
63,SOFT,23,77.027
67,HARD,25,74.649
45,SOFT,25,77.847
42,SOFT,22,76.991
70,MEDIUM,13,73.702
58,MEDIUM,20,75.047
70,SOFT,16,75.323
16,SOFT,23,77.404
44,MEDIUM,19,75.117
45,SOFT,27,78.469
2,SOFT,34,79.549
71,HARD,27,75.861
18,SOFT,38,81.142
38,SOFT,14,74.623
62,MEDIUM,4,73.276
65,MEDIUM,23,76.236
25,MEDIUM,15,74.503
77,SOFT,11,74.351
25,SOFT,20,76.83
52,SOFT,1,72.253
3,SOFT,30,78.756
75,HARD,33,75.55
32,SOFT,5,72.963
13,SOFT,40,81.589
74,MEDIUM,16,74.956
59,MEDIUM,26,76.597
31,SOFT,24,77.484
7,MEDIUM,6,72.749
72,SOFT,31,79.671
45,SOFT,1,71.802
7,MEDIUM,15,74.544
68,MEDIUM,14,74.823
25,HARD,5,73.311
60,MEDIUM,28,76.852
37,MEDIUM,39,78.276
75,MEDIUM,33,77.607
1,SOFT,44,82.304
14,MEDIUM,15,74.364
54,SOFT,23,77.572
28,MEDIUM,33,77.714
30,MEDIUM,38,77.878
46,MEDIUM,7,73.854
48,SOFT,40,81.865
70,SOFT,5,73.242
59,HARD,17,74.805
13,SOFT,16,75.799
36,HARD,12,73.664
6,HARD,40,76.146
46,MEDIUM,39,78.465
47,SOFT,35,80.709
55,SOFT,17,75.748
13,HARD,37,76.074
1,SOFT,32,79.662
20,HARD,43,76.493
16,SOFT,29,78.6
54,SOFT,36,81.05
67,HARD,25,75.922
48,MEDIUM,11,73.82
42,MEDIUM,47,79.298
40,MEDIUM,42,78.822
74,MEDIUM,48,80.133
49,MEDIUM,12,73.987
51,MEDIUM,5,73.043
60,SOFT,33,80.1
41,MEDIUM,4,72.947
51,MEDIUM,23,76.065
34,MEDIUM,36,77.31
40,HARD,27,74.78
14,SOFT,26,77.391
16,HARD,22,74.51
29,SOFT,12,74.47
56,SOFT,24,77.17
71,SOFT,47,83.662
22,MEDIUM,14,74.309
23,MEDIUM,47,79.26
19,SOFT,12,74.197
29,MEDIUM,32,77.091
7,SOFT,12,73.781
